Substation,Longitude,Latitude,Operator
"{""geometry"": {""coordinates"": [[14.457718, 37.563734], [14.458172, 37.562952], [14.458415, 37.563046], [14.458477, 37.563006], [14.458499, 37.563068], [14.458932, 37.563223], [14.459022, 37.563524], [14.458838, 37.56385], [14.458633, 37.563961], [14.458387, 37.563981], [14.457718, 37.563734]], ""type"": ""LineString""}, ""id"": 390436439, ""properties"": {""name"": ""Dittaino CP"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""PPALDTNP"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[14.457718, 37.563734]","[14.458172, 37.562952]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.932159, 37.774379], [13.93182, 37.774174], [13.932222, 37.773666], [13.932288, 37.773662], [13.932334, 37.773624], [13.93232, 37.773529], [13.9324, 37.773369], [13.932955, 37.773705], [13.9329, 37.773768], [13.933091, 37.773887], [13.932859, 37.77427], [13.932611, 37.774523], [13.932245, 37.774279], [13.932159, 37.774379]], ""type"": ""LineString""}, ""id"": 390600609, ""properties"": {""name"": ""Caltavuturo"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""PPALCAVP"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[13.932159, 37.774379]","[13.93182, 37.774174]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[10.154083, 45.556273], [10.154119, 45.55634], [10.154367, 45.557073], [10.153215, 45.557283], [10.152951, 45.556556], [10.152936, 45.556489], [10.154083, 45.556273]], ""type"": ""LineString""}, ""id"": 390893484, ""properties"": {""name"": ""Gussago"", ""note"": ""Impianti tecnologici"", ""operator"": ""E-Distribuzione S.p.A."", ""power"": ""substation"", ""ref:terna"": ""MMILGUSM"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[10.154083, 45.556273]","[10.154119, 45.55634]",E-Distribuzione S.p.A.
"{""geometry"": {""coordinates"": [[12.474102, 41.938132], [12.473792, 41.938128], [12.473794, 41.937992], [12.473797, 41.937666], [12.474115, 41.93767], [12.474102, 41.938132]], ""type"": ""LineString""}, ""id"": 395307235, ""properties"": {""building"": ""yes"", ""location"": ""indoor"", ""name"": ""Areti Tor di Quinto"", ""operator"": ""Areti"", ""power"": ""substation"", ""ref:terna"": ""RROMTRQR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[12.474102, 41.938132]","[12.473792, 41.938128]",Areti
"{""geometry"": {""coordinates"": [[16.256003, 39.368216], [16.257162, 39.368588], [16.256799, 39.369279], [16.255562, 39.36887], [16.256003, 39.368216]], ""type"": ""LineString""}, ""id"": 396586052, ""properties"": {""name"": ""Rende"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""NNAPPRENN"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[16.256003, 39.368216]","[16.257162, 39.368588]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[16.252986, 39.340556], [16.253789, 39.340777], [16.253846, 39.340666], [16.253821, 39.340119], [16.25364, 39.340144], [16.253251, 39.340062], [16.252986, 39.340556]], ""type"": ""LineString""}, ""id"": 396586059, ""properties"": {""name"": ""Commenda"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""NNAPCOMN"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[16.252986, 39.340556]","[16.253789, 39.340777]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[14.760587, 42.061853], [14.760565, 42.061493], [14.759865, 42.061516], [14.759877, 42.061712], [14.760155, 42.061703], [14.760162, 42.061821], [14.760257, 42.061818], [14.76026, 42.061864], [14.760587, 42.061853]], ""type"": ""LineString""}, ""id"": 396671320, ""properties"": {""name"": ""Trigno Energy"", ""operator"": ""Trigno Energy"", ""power"": ""substation"", ""ref:terna"": ""RROMTGER"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[14.760587, 42.061853]","[14.760565, 42.061493]",Trigno Energy
"{""geometry"": {""coordinates"": [[14.752062, 42.046277], [14.751195, 42.045697], [14.751942, 42.045074], [14.752738, 42.045858], [14.752294, 42.046209], [14.752062, 42.046277]], ""type"": ""LineString""}, ""id"": 396671321, ""properties"": {""name"": ""San Salvo Zona Industriale"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMSSWR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[14.752062, 42.046277]","[14.751195, 42.045697]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[10.061535, 45.45158], [10.061506, 45.450747], [10.062777, 45.45073], [10.062625, 45.45154], [10.061535, 45.45158]], ""type"": ""LineString""}, ""id"": 396735404, ""properties"": {""name"": ""Brandico"", ""power"": ""substation"", ""ref:terna"": ""MMILBRDM"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[10.061535, 45.45158]","[10.061506, 45.450747]",unknown
"{""geometry"": {""coordinates"": [[14.179254, 42.03184], [14.178718, 42.031524], [14.179235, 42.031059], [14.179847, 42.031317], [14.179254, 42.03184]], ""type"": ""LineString""}, ""id"": 396857566, ""properties"": {""barrier"": ""fence"", ""name"": ""Lama Peligni"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""RROMLMPR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[14.179254, 42.03184]","[14.178718, 42.031524]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[14.300995, 42.385992], [14.300794, 42.386066], [14.300823, 42.386142], [14.300427, 42.386269], [14.300049, 42.385637], [14.300241, 42.385579], [14.300362, 42.385543], [14.300425, 42.385568], [14.300528, 42.385526], [14.30053, 42.385487], [14.300653, 42.385449], [14.300704, 42.385459], [14.300884, 42.385759], [14.301002, 42.385954], [14.300995, 42.385992]], ""type"": ""LineString""}, ""id"": 396857567, ""properties"": {""barrier"": ""fence"", ""fence_type"": ""wall"", ""name"": ""Miglianico"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMMIGR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[14.300995, 42.385992]","[14.300794, 42.386066]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[14.349965, 41.961956], [14.349647, 41.961828], [14.349415, 41.961771], [14.349294, 41.961756], [14.349329, 41.961625], [14.349702, 41.961631], [14.350036, 41.961726], [14.349965, 41.961956]], ""type"": ""LineString""}, ""id"": 396857568, ""properties"": {""name"": ""Villa Santa Maria CP"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMVSCR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[14.349965, 41.961956]","[14.349647, 41.961828]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[17.422269, 40.537527], [17.421925, 40.537335], [17.420753, 40.536806], [17.420848, 40.536364], [17.420613, 40.536366], [17.420696, 40.535939], [17.420968, 40.535935], [17.420977, 40.535785], [17.421083, 40.535776], [17.421128, 40.535826], [17.421194, 40.535825], [17.421254, 40.535824], [17.421289, 40.535772], [17.422034, 40.535741], [17.422086, 40.535783], [17.422042, 40.536175], [17.4221, 40.536462], [17.422151, 40.53712], [17.422269, 40.537527]], ""type"": ""LineString""}, ""id"": 397678414, ""properties"": {""barrier"": ""wall"", ""location"": ""outdoor"", ""name"": ""Grottaglie"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""NNAPGRON"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[17.422269, 40.537527]","[17.421925, 40.537335]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[17.28761, 40.579182], [17.287736, 40.579177], [17.287795, 40.579528], [17.287488, 40.579587], [17.287417, 40.579192], [17.287523, 40.579187], [17.287546, 40.579205], [17.28757, 40.579203], [17.287593, 40.579202], [17.28761, 40.579182]], ""type"": ""LineString""}, ""id"": 397680738, ""properties"": {""barrier"": ""wall"", ""location"": ""outdoor"", ""power"": ""substation"", ""substation"": ""distribution""}, ""type"": ""Feature""}","[17.28761, 40.579182]","[17.287736, 40.579177]",unknown
"{""geometry"": {""coordinates"": [[10.08544, 45.549996], [10.08581, 45.550637], [10.085997, 45.550957], [10.086198, 45.551307], [10.086307, 45.551531], [10.086412, 45.551599], [10.086491, 45.551449], [10.086594, 45.551243], [10.086567, 45.551203], [10.086619, 45.551098], [10.086475, 45.55094], [10.08657, 45.550897], [10.086636, 45.550966], [10.086726, 45.550964], [10.086851, 45.550777], [10.087152, 45.550473], [10.086417, 45.54962], [10.086039, 45.549728], [10.08544, 45.549996]], ""type"": ""LineString""}, ""id"": 398530938, ""properties"": {""name"": ""Ospitaletto"", ""note"": ""Impianti tecnologici"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""MMILOSLM"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[10.08544, 45.549996]","[10.08581, 45.550637]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[15.254445, 37.093251], [15.254592, 37.093335], [15.254575, 37.093355], [15.254557, 37.093376], [15.254175, 37.09381], [15.253572, 37.09347], [15.253274, 37.093305], [15.253241, 37.093285], [15.253186, 37.093253], [15.253244, 37.093201], [15.253672, 37.092811], [15.254445, 37.093251]], ""type"": ""LineString""}, ""id"": 398817264, ""properties"": {""name"": ""Siracusa Nord"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""PPALSRNP"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[15.254445, 37.093251]","[15.254592, 37.093335]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[15.199313, 37.132702], [15.199775, 37.133094], [15.199976, 37.132944], [15.200109, 37.132844], [15.199647, 37.132452], [15.199313, 37.132702]], ""type"": ""LineString""}, ""id"": 399002879, ""properties"": {""alt_name"": ""PC Isab"", ""name"": ""Isab PA"", ""operator"": ""Isab"", ""power"": ""substation"", ""ref:terna"": ""PPALISAP"", ""ref:terna:codice"": ""35.106"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[15.199313, 37.132702]","[15.199775, 37.133094]",Isab
"{""geometry"": {""coordinates"": [[14.838545, 37.309034], [14.83955, 37.309477], [14.839792, 37.309171], [14.839771, 37.309104], [14.839824, 37.309038], [14.838876, 37.308571], [14.838545, 37.309034]], ""type"": ""LineString""}, ""id"": 399349512, ""properties"": {""name"": ""Scordia"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""PPALSCOP"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[14.838545, 37.309034]","[14.83955, 37.309477]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.989031, 42.655856], [13.988403, 42.655674], [13.98834, 42.655656], [13.988354, 42.655628], [13.988438, 42.655611], [13.988489, 42.65555], [13.988472, 42.655484], [13.988787, 42.654988], [13.98889, 42.654967], [13.989071, 42.655046], [13.989098, 42.655088], [13.989213, 42.655131], [13.98926, 42.655118], [13.989384, 42.655159], [13.989357, 42.655248], [13.989031, 42.655856]], ""type"": ""LineString""}, ""id"": 400188618, ""properties"": {""name"": ""Roseto"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""RROMROSR"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.989031, 42.655856]","[13.988403, 42.655674]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[15.200213, 37.264298], [15.200751, 37.264159], [15.200801, 37.264147], [15.200836, 37.264138], [15.200435, 37.263157], [15.199802, 37.263322], [15.200185, 37.264231], [15.200213, 37.264298]], ""type"": ""LineString""}, ""id"": 400360619, ""properties"": {""construction"": ""yes"", ""name"": ""Filonero"", ""power"": ""substation"", ""substation"": ""distribution""}, ""type"": ""Feature""}","[15.200213, 37.264298]","[15.200751, 37.264159]",unknown
"{""geometry"": {""coordinates"": [[15.29786, 37.095851], [15.29787, 37.095759], [15.297892, 37.095556], [15.297947, 37.095011], [15.297506, 37.094975], [15.297504, 37.095006], [15.297473, 37.095014], [15.297438, 37.095024], [15.297426, 37.095024], [15.297384, 37.095025], [15.297302, 37.095817], [15.29786, 37.095851]], ""type"": ""LineString""}, ""id"": 400360622, ""properties"": {""name"": ""Siracusa Est"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""PPALSREP"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[15.29786, 37.095851]","[15.29787, 37.095759]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.261805, 42.69425], [13.261386, 42.694197], [13.261283, 42.693946], [13.261284, 42.693778], [13.261401, 42.693599], [13.261255, 42.693338], [13.26164, 42.693147], [13.261864, 42.693337], [13.261972, 42.693367], [13.261805, 42.69425]], ""type"": ""LineString""}, ""id"": 400418063, ""properties"": {""name"": ""Fonte del Campo"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMFDCR"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.261805, 42.69425]","[13.261386, 42.694197]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.657529, 42.842545], [13.656834, 42.842299], [13.656501, 42.842454], [13.656404, 42.842601], [13.656471, 42.842706], [13.656424, 42.842801], [13.656291, 42.84302], [13.656844, 42.843205], [13.657419, 42.842983], [13.657529, 42.842545]], ""type"": ""LineString""}, ""id"": 400421737, ""properties"": {""name"": ""Marino del Tronto"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMMDTR"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.657529, 42.842545]","[13.656834, 42.842299]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.429781, 42.793996], [13.429499, 42.793916], [13.429564, 42.793808], [13.429418, 42.793768], [13.429549, 42.793526], [13.43006, 42.793455], [13.429781, 42.793996]], ""type"": ""LineString""}, ""id"": 400421741, ""properties"": {""name"": ""Venamartello CP"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMVECR"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.429781, 42.793996]","[13.429499, 42.793916]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[15.052218, 37.420202], [15.052393, 37.420163], [15.052297, 37.419892], [15.052175, 37.41997], [15.052151, 37.420003], [15.052133, 37.420042], [15.052218, 37.420202]], ""type"": ""LineString""}, ""id"": 400483188, ""properties"": {""alt_name"": ""Smistamento ST M6"", ""name"": ""ST M6"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""PPALMM6P"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[15.052218, 37.420202]","[15.052393, 37.420163]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.824891, 42.882926], [13.825024, 42.882669], [13.824802, 42.882607], [13.824892, 42.882432], [13.824994, 42.88246], [13.825076, 42.882302], [13.826035, 42.882568], [13.825859, 42.882908], [13.825483, 42.882805], [13.825355, 42.883054], [13.824891, 42.882926]], ""type"": ""LineString""}, ""id"": 400723829, ""properties"": {""name"": ""Monsampolo"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMMSPR"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.824891, 42.882926]","[13.825024, 42.882669]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.559841, 43.400367], [13.559409, 43.400212], [13.559575, 43.399967], [13.559648, 43.39995], [13.559964, 43.400046], [13.560071, 43.400135], [13.559841, 43.400367]], ""type"": ""LineString""}, ""id"": 400928704, ""properties"": {""name"": ""Enel Recanati"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMRECR"", ""substation"": ""distribution"", ""voltage"": ""50000""}, ""type"": ""Feature""}","[13.559841, 43.400367]","[13.559409, 43.400212]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.288154, 43.205384], [13.288257, 43.205382], [13.288257, 43.205142], [13.287757, 43.205117], [13.287755, 43.205444], [13.288153, 43.205431], [13.288154, 43.205384]], ""type"": ""LineString""}, ""id"": 400928711, ""properties"": {""name"": ""Tolentino AM"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""RROMTOTR"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.288154, 43.205384]","[13.288257, 43.205382]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.564695, 43.427482], [13.564387, 43.427399], [13.56454, 43.427022], [13.564754, 43.427058], [13.564804, 43.427225], [13.564695, 43.427482]], ""type"": ""LineString""}, ""id"": 400930358, ""properties"": {""name"": ""Acquara"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMAQRR"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.564695, 43.427482]","[13.564387, 43.427399]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.080123, 42.934085], [13.080646, 42.933808], [13.080164, 42.933306], [13.080043, 42.933286], [13.079292, 42.933661], [13.079627, 42.933967], [13.079957, 42.934166], [13.080123, 42.934085]], ""type"": ""LineString""}, ""id"": 400930360, ""properties"": {""barrier"": ""fence"", ""fence_type"": ""metal"", ""name"": ""Visso"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""operator:wikipedia"": ""it:E-distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMVISR"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.080123, 42.934085]","[13.080646, 42.933808]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[12.913105, 42.414816], [12.911679, 42.414939], [12.911481, 42.414199], [12.912384, 42.414133], [12.912457, 42.414605], [12.913129, 42.414555], [12.913105, 42.414816]], ""type"": ""LineString""}, ""id"": 401550376, ""properties"": {""name"": ""Rieti ZI"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMRIWR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[12.913105, 42.414816]","[12.911679, 42.414939]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.523265, 42.422108], [13.522962, 42.421737], [13.523061, 42.421674], [13.522857, 42.421571], [13.522723, 42.421329], [13.523077, 42.421262], [13.523477, 42.421288], [13.523482, 42.421385], [13.52389, 42.421292], [13.524139, 42.421959], [13.523265, 42.422108]], ""type"": ""LineString""}, ""id"": 401550377, ""properties"": {""name"": ""Assergi"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMASSR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[13.523265, 42.422108]","[13.522962, 42.421737]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.357516, 42.370806], [13.356628, 42.37003], [13.357865, 42.369374], [13.358694, 42.370182], [13.357516, 42.370806]], ""type"": ""LineString""}, ""id"": 401550381, ""properties"": {""name"": ""Pettino"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""RROMPETR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[13.357516, 42.370806]","[13.356628, 42.37003]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.535732, 42.048218], [13.535799, 42.048603], [13.535351, 42.048652], [13.535288, 42.048264], [13.535732, 42.048218]], ""type"": ""LineString""}, ""id"": 401604784, ""properties"": {""name"": ""Celano Smistamento"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMCELR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[13.535732, 42.048218]","[13.535799, 42.048603]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[14.085961, 41.848946], [14.085406, 41.848716], [14.085529, 41.848217], [14.086071, 41.848323], [14.086396, 41.848436], [14.086219, 41.848822], [14.086018, 41.848774], [14.085961, 41.848946]], ""type"": ""LineString""}, ""id"": 401604785, ""properties"": {""name"": ""Roccaraso"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""RROMRORR"", ""substation"": ""distribution"", ""voltage"": ""60000""}, ""type"": ""Feature""}","[14.085961, 41.848946]","[14.085406, 41.848716]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.645793, 42.284541], [13.645272, 42.284144], [13.645695, 42.283823], [13.645926, 42.283825], [13.646026, 42.283898], [13.646343, 42.284129], [13.645793, 42.284541]], ""type"": ""LineString""}, ""id"": 401613208, ""properties"": {""barrier"": ""fence"", ""name"": ""San Pio"", ""operator"": ""Enel Distribuzione"", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""RROMSPIR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[13.645793, 42.284541]","[13.645272, 42.284144]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.903621, 42.078743], [13.903207, 42.078565], [13.903452, 42.078251], [13.903866, 42.078429], [13.903621, 42.078743]], ""type"": ""LineString""}, ""id"": 401613211, ""properties"": {""name"": ""Smistamento Sulmona"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMSNSR"", ""substation"": ""distribution"", ""voltage"": ""150000""}, ""type"": ""Feature""}","[13.903621, 42.078743]","[13.903207, 42.078565]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[12.648792, 43.685058], [12.648687, 43.684542], [12.648615, 43.684519], [12.648347, 43.684542], [12.647574, 43.684606], [12.647642, 43.684754], [12.647837, 43.684759], [12.647872, 43.684901], [12.647997, 43.684899], [12.648054, 43.684951], [12.648132, 43.685108], [12.648792, 43.685058]], ""type"": ""LineString""}, ""id"": 402145160, ""properties"": {""name"": ""Fermignano"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMFRGR"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[12.648792, 43.685058]","[12.648687, 43.684542]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[12.781453, 43.851309], [12.78067, 43.85085], [12.780692, 43.850747], [12.780811, 43.850684], [12.780951, 43.850706], [12.781046, 43.850644], [12.781012, 43.850572], [12.781099, 43.850531], [12.781897, 43.851067], [12.781453, 43.851309]], ""type"": ""LineString""}, ""id"": 402145162, ""properties"": {""name"": ""Montecchio CP"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""RROMMTCR"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[12.781453, 43.851309]","[12.78067, 43.85085]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[13.537312, 42.851633], [13.537181, 42.851626], [13.537114, 42.851669], [13.537103, 42.851749], [13.536655, 42.851982], [13.536425, 42.851968], [13.536457, 42.851658], [13.536512, 42.851665], [13.536527, 42.851516], [13.535991, 42.851491], [13.536027, 42.851137], [13.536721, 42.851176], [13.53671, 42.851347], [13.537335, 42.851385], [13.537312, 42.851633]], ""type"": ""LineString""}, ""id"": 402344623, ""properties"": {""name"": ""Rosara"", ""power"": ""substation"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.537312, 42.851633]","[13.537181, 42.851626]",unknown
"{""geometry"": {""coordinates"": [[10.797146, 42.924078], [10.797106, 42.924306], [10.796602, 42.924259], [10.796646, 42.924006], [10.796872, 42.924028], [10.79715, 42.924054], [10.797146, 42.924078]], ""type"": ""LineString""}, ""id"": 402883544, ""properties"": {""name"": ""Casone"", ""power"": ""substation"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[10.797146, 42.924078]","[10.797106, 42.924306]",unknown
"{""geometry"": {""coordinates"": [[11.536024, 43.551701], [11.535663, 43.551527], [11.535427, 43.551753], [11.535467, 43.551825], [11.53577, 43.551961], [11.536024, 43.551701]], ""type"": ""LineString""}, ""id"": 403045926, ""properties"": {""name"": ""Pruneto"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""FFIRPRUF"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[11.536024, 43.551701]","[11.535663, 43.551527]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[11.157656, 43.800494], [11.15712, 43.800526], [11.157078, 43.800109], [11.157614, 43.800077], [11.157656, 43.800494]], ""type"": ""LineString""}, ""id"": 403057400, ""properties"": {""name"": ""Osmannoro"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""FFIROSMF"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[11.157656, 43.800494]","[11.15712, 43.800526]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[11.480447, 43.609743], [11.480893, 43.609278], [11.480386, 43.608919], [11.479598, 43.609751], [11.47986, 43.609882], [11.480131, 43.60958], [11.480447, 43.609743]], ""type"": ""LineString""}, ""id"": 403057401, ""properties"": {""name"": ""Pirelli Sezionamento"", ""operator"": ""Enel Distribuzione"", ""power"": ""substation"", ""ref:terna"": ""FFIRPIRF"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[11.480447, 43.609743]","[11.480893, 43.609278]",Enel Distribuzione
"{""geometry"": {""coordinates"": [[9.782262, 44.207228], [9.782132, 44.206622], [9.782931, 44.206534], [9.783061, 44.20714], [9.782262, 44.207228]], ""type"": ""LineString""}, ""id"": 403584610, ""properties"": {""name"": ""Beverino"", ""operator"": ""E-Distribuzione S.p.A."", ""operator:wikidata"": ""Q3725215"", ""power"": ""substation"", ""ref:terna"": ""TTORBVRT"", ""substation"": ""distribution"", ""voltage"": ""132000;15000""}, ""type"": ""Feature""}","[9.782262, 44.207228]","[9.782132, 44.206622]",E-Distribuzione S.p.A.
"{""geometry"": {""coordinates"": [[13.344802, 43.584874], [13.344644, 43.585014], [13.345046, 43.585309], [13.345239, 43.585286], [13.346185, 43.584532], [13.345699, 43.584167], [13.345307, 43.584482], [13.344802, 43.584874]], ""type"": ""LineString""}, ""id"": 403588803, ""properties"": {""name"": ""Camerata Picena Terna"", ""operator"": ""Terna"", ""power"": ""substation"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[13.344802, 43.584874]","[13.344644, 43.585014]",Terna
"{""geometry"": {""coordinates"": [[12.979489, 43.404418], [12.978862, 43.404087], [12.977808, 43.404473], [12.977831, 43.40459], [12.978102, 43.404593], [12.97811, 43.404826], [12.978513, 43.404992], [12.97876, 43.404779], [12.978929, 43.404872], [12.979036, 43.40476], [12.979097, 43.404794], [12.979489, 43.404418]], ""type"": ""LineString""}, ""id"": 403602039, ""properties"": {""name"": ""FS Genga"", ""operator"": ""RFI"", ""power"": ""substation"", ""ref:terna"": ""RROMGEXR"", ""substation"": ""distribution"", ""voltage"": ""132000""}, ""type"": ""Feature""}","[12.979489, 43.404418]","[12.978862, 43.404087]",RFI
